Sigla,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Origem Cadastro,Origem Ano,Anais,Anais Link,GS Link,DBLP Link
ICCPR,International Conference on Computing and Pattern Recognition,,,,,,Qualis 2017-2020,2021,,,,
ICCPS,International Conference on Cyber-Physical Systems,,,,,,Qualis 2017-2020,2021,,,,
ICCS,International Conference on Computational Science,,,,,,Qualis 2017-2020,2021,,,,
ICCSA,International Conference on Computational Science and Its Applications,,,,,,Qualis 2017-2020,2021,,,,
ICCSPA,"International Conference on Communications, Signal Processing, and their Applications",,,,,,Qualis 2017-2020,2021,,,,
ICCStr,International Conference on Conceptual Structures,,,,,,Qualis 2017-2020,2021,,,,
ICCTCC,"International Conference on Computability Theory, Computability and Complexity",,,,,,Qualis 2017-2020,2021,,,,
ICCV,IEEE International Conference on Computer Vision,,,,,,Qualis 2017-2020,2021,,,,
ICCVW,IEEE International Conference on Computer Vision Workshops,,,,,,Qualis 2017-2020,2021,,,,
ICCW,IEEE International Conference on Communications Workshops,,,,,,Qualis 2017-2020,2021,,,,
ICDAR,International Conference on Document Analysis and Recognition,,,,,,Qualis 2017-2020,2021,,,,
ICDCN,International Conference on Distributed Computing and Networking,,,,,,Qualis 2017-2020,2021,,,,
ICDCS,International Conference on Distributed Computing Systems,,,,,,Qualis 2017-2020,2021,,,,
ICDCSW,International Conference on Distributed Computing Systems Workshops,,,,,,Qualis 2017-2020,2021,,,,
ICDE,IEEE International Conference on Data Engineering,,,,,,Qualis 2017-2020,2021,,,,
ICDF,IFIP International Conference on Digital Forensics,,,,,,Qualis 2017-2020,2021,,,,
ICDIM,International Conference on Digital Information Management,,,,,,Qualis 2017-2020,2021,,,,
ICDIP,International Conference on Digital Image Processing,,,,,,Qualis 2017-2020,2021,,,,
ICDL-EpiRob,IEEE International Conference on Development and Learning and Epigenetic Robotics,,,,,,Qualis 2017-2020,2021,,,,
ICDM,IEEE International Conference on Data Mining,,,,,,Qualis 2017-2020,2021,,,,
ICDMW,IEEE International Conference on Data Mining Workshop,,,,,,Qualis 2017-2020,2021,,,,
ICDT,International Conference on Database Theory,,,,,,Qualis 2017-2020,2021,,,,
ICE-CCN,"International Conference on Emerging Trends in Computing, Communication and Nanotechnology",,,,,,Qualis 2017-2020,2021,,,,
ICEBE,IEEE International Conference on e-Business Engineering,,,,,,Qualis 2017-2020,2021,,,,
ICEC,IFIP International Conference on Entertainment Computing,,,,,,Qualis 2017-2020,2021,,,,
ICECS,"IEEE International Conference on Electronics, Circuits and Systems",,,,,,Qualis 2017-2020,2021,,,,
ICEDEG,International Conference on eDemocracy & eGovernment,,,,,,Qualis 2017-2020,2021,,,,
ICEGOV,International Conference on Theory and Practice of Eletronic Governance,,,,,,Qualis 2017-2020,2021,,,,
ICEIS,International Conference on Enterprise Information Systems,,,,,,Qualis 2017-2020,2021,,,,
ICER,International Computing Education Research,,,,,,Qualis 2017-2020,2021,,,,
ICERI,"International Conference of Education, Research and Innovation",,,,,,Qualis 2017-2020,2021,,,,
ICFCA,International Conference on Formal Concept Analysis,,,,,,Qualis 2017-2020,2021,,,,
ICFEM,International Conference on Formal Engineering Methods,,,,,,Qualis 2017-2020,2021,,,,
ICFHR,International Conference on Frontiers in Handwriting Recognition,,,,,,Qualis 2017-2020,2021,,,,
ICFNDS,International Conference on Future Networks and Distributed Systems,,,,,,Qualis 2017-2020,2021,,,,
ICFP,International Conference on Functional Programming,,,,,,Qualis 2017-2020,2021,,,,
ICGI,International Conference on Grammatical Inference,,,,,,Qualis 2017-2020,2021,,,,
ICGJ,"International Conference on Game Jams, Hackathons, and Game Creation Events",,,,,,Qualis 2017-2020,2021,,,,
ICGSE,IEEE International Conference on Global Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
ICGT,International Conference on Graph Transformation,,,,,,Qualis 2017-2020,2021,,,,
ICHI,IEEE International Conference on Healthcare Informatics,,,,,,Qualis 2017-2020,2021,,,,
ICIAP,International Conference on Image Analysis and Processing,,,,,,Qualis 2017-2020,2021,,,,
ICIAR,International Conference on Image Analysis and Recognition,,,,,,Qualis 2017-2020,2021,,,,
ICIC,International Conference on Intelligent Computing,,,,,,Qualis 2017-2020,2021,,,,
ICICS,International Conference on Information and Communications Security,,,,,,Qualis 2017-2020,2021,,,,
ICICT,International Conference on Information and Computer Technologies,,,,,,Qualis 2017-2020,2021,,,,
ICIDS,International Conference on Interactive Digital Storytelling,,,,,,Qualis 2017-2020,2021,,,,
ICIIECS,"International Conference on Innovations in Information, Embedded and Communication Systems",,,,,,Qualis 2017-2020,2021,,,,
ICINCO,"International Conference on Informatics in Control, Automation and Robotics",,,,,,Qualis 2017-2020,2021,,,,
ICIOT,International Conference on the Internet of Things,,,,,,Qualis 2017-2020,2021,,,,
ICIP,IEEE International Conference on Image Processing,,,,,,Qualis 2017-2020,2021,,,,
ICIRA,International Conference on Intelligent Robotics and Applications,,,,,,Qualis 2017-2020,2021,,,,
ICIS,International Conference on Information Systems,,,,,,Qualis 2017-2020,2021,,,,
ICISC,International Conference on Information Security and Cryptology,,,,,,Qualis 2017-2020,2021,,,,
ICISO,International Conference on Informatics and Semiotics in Organisations,,,,,,Qualis 2017-2020,2021,,,,
ICISS,International Conference on Information Systems Security,,,,,,Qualis 2017-2020,2021,,,,
ICIST,International Conference on Information and Software Technologies,,,,,,Qualis 2017-2020,2021,,,,
ICIT,IEEE International Conference on Industrial Technology,,,,,,Qualis 2017-2020,2021,,,,
ICITS,International Conference on Information Theoretic Security,,,,,,Qualis 2017-2020,2021,,,,
ICITST,International Conference for Internet Technology and Secured Transactions,,,,,,Qualis 2017-2020,2021,,,,
ICIVC,"International Conference on Image, Vision and Computing",,,,,,Qualis 2017-2020,2021,,,,
ICL,International Conference on Interactive Collaborative Learning,,,,,,Qualis 2017-2020,2021,,,,
ICLP,International Conference on Logic Programming,,,,,,Qualis 2017-2020,2021,,,,
ICLR,International Conference on Learning Representations,,,,,,Qualis 2017-2020,2021,,,,
ICM,International Conference on Microelectronics,,,,,,Qualis 2017-2020,2021,,,,
ICMA,IEEE International Conference on Mechatronics and Automation,,,,,,Qualis 2017-2020,2021,,,,
ICMC,International Computer Music Conference,,,,,,Qualis 2017-2020,2021,,,,
ICMCR,"International Conference on Mechatronics, Control and Robotics",,,,,,Qualis 2017-2020,2021,,,,
ICME,IEEE International Conference on Multimedia and Expo,,,,,,Qualis 2017-2020,2021,,,,
ICMEW,IEEE International Conference on Multimedia and Expo Workshops,,,,,,Qualis 2017-2020,2021,,,,
ICMI,ACM International Conference on Multimodal Interfaces,,,,,,Qualis 2017-2020,2021,,,,
ICMIS,International Conference on Mathematics & Information Science,,,,,,Qualis 2017-2020,2021,,,,
ICML,International Conference on Machine Learning,,,,,,Qualis 2017-2020,2021,,,,
ICMLA,IEEE International Conference on Machine Learning and Applications,,,,,,Qualis 2017-2020,2021,,,,
ICMLC,International Conference on Machine Learning and Computing,,,,,,Qualis 2017-2020,2021,,,,
ICMPC,International Conference on Music Perception and Cognition,,,,,,Qualis 2017-2020,2021,,,,
ICMR,ACM International Conference on Multimedia Retrieval,,,,,,Qualis 2017-2020,2021,,,,
ICN-IARIA,IARIA International Conference on Networks,,,,,,Qualis 2017-2020,2021,,,,
ICNC,"International Conference on Computing, Networking and Communications",,,,,,Qualis 2017-2020,2021,,,,
ICNC-FSKD,"International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery",,,,,,Qualis 2017-2020,2021,,,,
ICNP,International Conference on Network Protocols,,,,,,Qualis 2017-2020,2021,,,,
ICNSC,"IEEE International Conference on Networking, Sensing and Control",,,,,,Qualis 2017-2020,2021,,,,
ICOIN,International Conference on Information Networking,,,,,,Qualis 2017-2020,2021,,,,
ICOMPWC,International Conference on Internet Computing and Internet of Things,,,,,,Qualis 2017-2020,2021,,,,
ICONIP,International Conference on Neural Information Processing,,,,,,Qualis 2017-2020,2021,,,,
ICORES,International Conference on Operations Research and Enterprise Systems,,,,,,Qualis 2017-2020,2021,,,,
ICORR,IEEE International Conference on Rehabilitation Robotics,,,,,,Qualis 2017-2020,2021,,,,
ICPADS,International Conference on Parallel and Distributed Systems,,,,,,Qualis 2017-2020,2021,,,,
ICPC,International Conference on Program Comprehension,,,,,,Qualis 2017-2020,2021,,,,
ICPE,International Conference on Performance Engineering,,,,,,Qualis 2017-2020,2021,,,,
ICPME,"International Conference on Philosophy, Music and Emotion",,,,,,Qualis 2017-2020,2021,,,,
ICPP,International Conference on Parallel Processing,,,,,,Qualis 2017-2020,2021,,,,
ICPR,International Conference on Pattern Recognition,,,,,,Qualis 2017-2020,2021,,,,
ICRA,IEEE International Conference on Robotics and Automation,,,,,,Qualis 2017-2020,2021,,,,
ICRAE,International Conference on Robotics and Automation Engineering,,,,,,Qualis 2017-2020,2021,,,,
ICRC,IEEE International Conference on Rebooting Computing,,,,,,Qualis 2017-2020,2021,,,,
ICRES,International Conference on Robot Ethics and Standards,,,,,,Qualis 2017-2020,2021,,,,
ICS,International Conference on Supercomputing,,,,,,Qualis 2017-2020,2021,,,,
ICSC,International Conference on Semantic Computing,,,,,,Qualis 2017-2020,2021,,,,
ICSE,International Conference on Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
ICSEA-IARIA,IARIA International Conference on Software Engineering Advances,,,,,,Qualis 2017-2020,2021,,,,
ICSESS,International Conference on Software Engineering and Service Science,,,,,,Qualis 2017-2020,2021,,,,
ICSEW,International Conference on Software Engineering Workshops,,,,,,Qualis 2017-2020,2021,,,,
ICSI,International Conference on Swarm Intelligence,,,,,,Qualis 2017-2020,2021,,,,
ICSIP,IEEE International Conference on Signal and Image Processing,,,,,,Qualis 2017-2020,2021,,,,
ICSLE,International Conference on Smart Learning Environments,,,,,,Qualis 2017-2020,2021,,,,
ICSME,IEEE International Conference on Software Maintenance and Evolution,,,,,,Qualis 2017-2020,2021,,,,
ICSOB,International Conference on Software Business,,,,,,Qualis 2017-2020,2021,,,,
ICSOC,International Conference on Service Oriented Computing,,,,,,Qualis 2017-2020,2021,,,,
ICSOFT,International Conference on Software Technologies,,,,,,Qualis 2017-2020,2021,,,,
ICSPCEC,"International Conference on Signal Processing, Communication, Power and Embedded System",,,,,,Qualis 2017-2020,2021,,,,
ICSR,International Conference on Software Reuse,,,,,,Qualis 2017-2020,2021,,,,
ICST,International Conference on Sensing Technology,,,,,,Qualis 2017-2020,2021,,,,
ICSTV,"IEEE International Conference on Software Testing, Verification and Validation",,,,,,Qualis 2017-2020,2021,,,,
ICSTW,"IEEE International Conference on Software Testing, Verification and Validation Workshops",,,,,,Qualis 2017-2020,2021,,,,
ICT,International Conference on Telecommunications,,,,,,Qualis 2017-2020,2021,,,,
ICTAC,International Colloquium on Theoretical Aspects of Computing,,,,,,Qualis 2017-2020,2021,,,,
ICTAI,IEEE International Conference on Tools with Artificial Intelligence,,,,,,Qualis 2017-2020,2021,,,,
ICTC,International Conference on Information and Communication Technology Convergence,,,,,,Qualis 2017-2020,2021,,,,
ICTCS,Italian Conference on Theoretical Computer Science,,,,,,Qualis 2017-2020,2021,,,,
ICTIR,Conference on the Theory of Information Retrieval,,,,,,Qualis 2017-2020,2021,,,,
ICTON,International Conference on Transparent Optical Networks,,,,,,Qualis 2017-2020,2021,,,,
ICTSS,IFIP International Conference on Testing Software and Systems,,,,,,Qualis 2017-2020,2021,,,,
ICUAS,International Conference on Unmanned Aircraft Systems,,,,,,Qualis 2017-2020,2021,,,,
ICUMT,International Conference on Ultra Modern Telecommunications,,,,,,Qualis 2017-2020,2021,,,,
ICVIIP,International Conference on Visualization: Imaging and Image Processing,,,,,,Qualis 2017-2020,2021,,,,
ICVR,International Conference on Virtual Rehabilitation,,,,,,Qualis 2017-2020,2021,,,,
ICVRV,International Conference on Virtual Reality and Visualization,,,,,,Qualis 2017-2020,2021,,,,
ICVS,International Conference on Computer Vision Systems,,,,,,Qualis 2017-2020,2021,,,,
ICWE,International Conference on Web Engineering,,,,,,Qualis 2017-2020,2021,,,,
ICWL,International Conference on Web-Based Learning,,,,,,Qualis 2017-2020,2021,,,,
ICWN,International Conference on Wireless Networks,,,,,,Qualis 2017-2020,2021,,,,
ICWS,IEEE International Conference on Web Services,,,,,,Qualis 2017-2020,2021,,,,
ICWSM,International AAAI Conference on Web and Social Media,,,,,,Qualis 2017-2020,2021,,,,
IDC,International Symposium on Intelligent Distributed Computing,,,,,,Qualis 2017-2020,2021,,,,
IDCS,International Conference on Internet and Distributed Computing Systems,,,,,,Qualis 2017-2020,2021,,,,
IDEAS,International Database Engineering and Applications Symposium,,,,,,Qualis 2017-2020,2021,,,,
IEAAIE,International Conference on Industrial Engineering & Other Applications of Appled Intelligence Systems,,,,,,Qualis 2017-2020,2021,,,,
IECON,Annual Conference of the IEEE Industrial Electronics Society,,,,,,Qualis 2017-2020,2021,,,,
IEEE IST,IEEE International Conference on Imaging Systems and Techniques,,,,,,Qualis 2017-2020,2021,,,,
IEEE NANO,IEEE Conference on Nanotechnology,,,,,,Qualis 2017-2020,2021,,,,
IEEE VIS,IEEE Visualization,,,,,,Qualis 2017-2020,2021,,,,
IEEECloudS,IEEE Cloud Summit,,,,,,Qualis 2017-2020,2021,,,,
IEEEISWC,IEEE International Symposium on Wearable Computers,,,,,,Qualis 2017-2020,2021,,,,
IEEENANO,International Conference on Nanotechnology,,,,,,Qualis 2017-2020,2021,,,,
IEEESCC,IEEE International Conference on Services Computing,,,,,,Qualis 2017-2020,2021,,,,
IESS,IFIP International Embedded Systems Symposium,,,,,,Qualis 2017-2020,2021,,,,
IESTEC,"International Engineering, Sciences and Technology Conference",,,,,,Qualis 2017-2020,2021,,,,
IFAC,World Congress of the International Federation of Automatic Control,,,,,,Qualis 2017-2020,2021,,,,
IFIPIoT,IFIP International Internet of Things Conference,,,,,,Qualis 2017-2020,2021,,,,
IFIPISC,IFIP International Information Security Conference,,,,,,Qualis 2017-2020,2021,,,,
IFM,International Conference on Integrated Formal Methods,,,,,,Qualis 2017-2020,2021,,,,
IFSA,World Congress of International Fuzzy Systems Association,,,,,,Qualis 2017-2020,2021,,,,
IGSC,International Green and Sustainable Computing Conference,,,,,,Qualis 2017-2020,2021,,,,
IH&MMSec,ACM Workshop on Information Hiding and Multimedia Security,,,,,,Qualis 2017-2020,2021,,,,
IHC,Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,,,,,,Qualis 2017-2020,2021,,,,
IHM,Conférence Francophone sur l’Interaction Homme-Machine,,,,,,Qualis 2017-2020,2021,,,,
IIH-MSP,International Conference on Intelligent Information Hiding and Multimedia Signal Processing,,,,,,Qualis 2017-2020,2021,,,,
IISA,"International Conference on Information, Intelligence, Systems and Applications",,,,,,Qualis 2017-2020,2021,,,,
IISWC,IEEE International Symposium on Workload Characterization,,,,,,Qualis 2017-2020,2021,,,,
IIWAS,International Conference on Information Integration and Web-based Applications & Services,,,,,,Qualis 2017-2020,2021,,,,
IJCAI,International Joint Conference on Artificial Intelligence,,,,,,Qualis 2017-2020,2021,,,,
IJCAR,International Joint Conference on Automated Reasoning,,,,,,Qualis 2017-2020,2021,,,,
IJCCI,International Joint Conference on Computational Intelligence,,,,,,Qualis 2017-2020,2021,,,,
IJCNLP,International Joint Conference on Natural Language Processing,,,,,,Qualis 2017-2020,2021,,,,
IJCNN,IEEE International Joint Conference on Neural Networks,,,,,,Qualis 2017-2020,2021,,,,
ILA,Interaction Latin America,,,,,,Qualis 2017-2020,2021,,,,
ILP,International Conference on Inductive Logic Programming,,,,,,Qualis 2017-2020,2021,,,,
IM,IFIP/IEEE International Symposium on Integrated Network Management,,,,,,Qualis 2017-2020,2021,,,,
IMBSA,International Symposium on Model-Based Safety and Assessment,,,,,,Qualis 2017-2020,2021,,,,
IMC,ACM Internet Measurement Conference,,,,,,Qualis 2017-2020,2021,,,,
IMCOM,International Conference on Ubiquitous Information Management and Communication,,,,,,Qualis 2017-2020,2021,,,,
IMIS,International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,,,,,,Qualis 2017-2020,2021,,,,
IMOC,SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference,,,,,,Qualis 2017-2020,2021,,,,
INCOS,International Conference on Intelligent Networking and Collaborative Systems,,,,,,Qualis 2017-2020,2021,,,,
INDIN,IEEE International Conference on Industrial Informatics,,,,,,Qualis 2017-2020,2021,,,,
INDOCRYPT,International Conference on Cryptology in India,,,,,,Qualis 2017-2020,2021,,,,
INDUSCON,International Conference on Industry Applications,,,,,,Qualis 2017-2020,2021,,,,
INFOCOM,IEEE International Conference on Computer Communications,,,,,,Qualis 2017-2020,2021,,,,
InfoVis,IEEE Information Visualization,,,,,,Qualis 2017-2020,2021,,,,
INLG,International Natural Language Generation conference,,,,,,Qualis 2017-2020,2021,,,,
INOC,International Network Optimization Conference,,,,,,Qualis 2017-2020,2021,,,,
INSCIT,"International Symposium on Instrumentation Systems, Circuits and Transducers",,,,,,Qualis 2017-2020,2021,,,,
INTECH,International Conference on Innovative Computing Technology,,,,,,Qualis 2017-2020,2021,,,,
INTELLISYS,SAI Intelligent Systems Conference,,,,,,Qualis 2017-2020,2021,,,,
INTERACT,IFIP TC 13 International Conference on Human-Computer Interaction,,,,,,Qualis 2017-2020,2021,,,,
INTERSPEECH,Conference of the International Speech Communication Association,,,,,,Qualis 2017-2020,2021,,,,
INTESA,INTelligent Embedded Systems Architectures and Applications Workshop,,,,,,Qualis 2017-2020,2021,,,,
IOLTS,IEEE International On-Line Testing Symposium,,,,,,Qualis 2017-2020,2021,,,,
IoTAAL,Workshop on Internet of Things for Ambient Assisted Living,,,,,,Qualis 2017-2020,2021,,,,
IoTBDS,International Conference on Internet of Things and Big Data and Security,,,,,,Qualis 2017-2020,2021,,,,
IOTSMS,"International Conference on Internet of Things: Systems, Management and Security",,,,,,Qualis 2017-2020,2021,,,,
IPAW,International Provenance and Annotation Workshop,,,,,,Qualis 2017-2020,2021,,,,
IPCCC,"International Performance, Computing, and Communications Conference",,,,,,Qualis 2017-2020,2021,,,,
IPCO,Conference on Integer Programming and Combinatorial Optimization,,,,CE-ACO Top10 2024,,Qualis 2017-2020,2021,,,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=_8wwFhBIq4cJ.2023,https://dblp.org/db/conf/ipco/index.html
IPCVWC,"International Conference on Image Processing, Computer Vision, and Pattern Recognition",,,,,,Qualis 2017-2020,2021,,,,
IPDLN,International Population Data Linkage Network,,,,,,Qualis 2017-2020,2021,,,,
IPDPS,IEEE International Parallel & Distributed Processing Symposium,,,,,,Qualis 2017-2020,2021,,,,
IPDPSW,IEEE International Parallel & Distributed Processing Symposium Workshops,,,,,,Qualis 2017-2020,2021,,,,
IPEC,International Symposium on Parameterized and Exact Computation,,,,,,Qualis 2017-2020,2021,,,,
IPMU,International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems,,,,,,Qualis 2017-2020,2021,,,,
IPSN,International Conference on Information Processing in Sensor Networks,,,,,,Qualis 2017-2020,2021,,,,
IRC,IEEE International Conference on Robotic Computing,,,,,,Qualis 2017-2020,2021,,,,
IRI,IEEE International Conference on Information Reuse and Integration,,,,,,Qualis 2017-2020,2021,,,,
IRIS,IEEE International Symposium on Robotics and Intelligent Sensors,,,,,,Qualis 2017-2020,2021,,,,
IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,,,,,,Qualis 2017-2020,2021,,,,
ISAAC,International Symposium on Algorithms and Computation,,,,,,Qualis 2017-2020,2021,,,,
ISADS,International Symposium on Autonomous Decentralized Systems,,,,,,Qualis 2017-2020,2021,,,,
ISAM,IEEE International Symposium on Assembly and Manufacturing,,,,,,Qualis 2017-2020,2021,,,,
ISAmI,International Symposium on Ambient Intelligence,,,,,,Qualis 2017-2020,2021,,,,
ISAP,International Conference on Intelligent System Applications to Power Systems,,,,,,Qualis 2017-2020,2021,,,,
ISAS,International Static Analysis Symposium,,,,,,Qualis 2017-2020,2021,,,,
ISBI,IEEE International Symposium on Biomedical Imaging,,,,,,Qualis 2017-2020,2021,,,,
ISBRA,International Symposium on Bioinformatics Research and Applications,,,,,,Qualis 2017-2020,2021,,,,
ISC,International Supercomputing Conference,,,,,,Qualis 2017-2020,2021,,,,
ISC2,IEEE International Smart Cities Conference,,,,,,Qualis 2017-2020,2021,,,,
ISCA,International Symposium on Computer Architecture,,,,,,Qualis 2017-2020,2021,,,,
ISCAS,IEEE International Symposium on Circuits and Systems,,,,,,Qualis 2017-2020,2021,,,,
ISCC,International Symposium on Computers and Communications,,,,,,Qualis 2017-2020,2021,,,,
ISCIS,International Symposium on Computer and Information Sciences,,,,,,Qualis 2017-2020,2021,,,,
ISCO,International Symposium on Combinatorial Optimization,,,,,,Qualis 2017-2020,2021,,,,
ISCRAM,International Conference on Information Systems for Crisis Response and Management,,,,,,Qualis 2017-2020,2021,,,,
ISD,International Conference on Information Systems Development,,,,,,Qualis 2017-2020,2021,,,,
ISDA,International Conference on Intelligent Systems Design and Applications,,,,,,Qualis 2017-2020,2021,,,,
ISEA,International Symposium on Electronic Arts,,,,,,Qualis 2017-2020,2021,,,,
ISeC,International Conference on Information Security,,,,,,Qualis 2017-2020,2021,,,,
ISECON,Information Systems Education Conference,,,,,,Qualis 2017-2020,2021,,,,
ISER,International Symposium on Experimental Robotics,,,,,,Qualis 2017-2020,2021,,,,
ISGT,IEEE PES Innovative Smart Grid Technologies,,,,,,Qualis 2017-2020,2021,,,,
ISGT-Europe,IEEE PES Innovative Smart Grid Technologies Conference Europe,,,,,,Qualis 2017-2020,2021,,,,
ISGT-LA,IEEE PES Innovative Smart Grid Technologies Latin America,,,,,,Qualis 2017-2020,2021,,,,
ISI,IEEE International Conference on Intelligence and Security Informatics,,,,,,Qualis 2017-2020,2021,,,,
ISIE,IEEE International Symposium on Industrial Electronics,,,,,,Qualis 2017-2020,2021,,,,
ISLPED,International Symposium on Low Power Electronics and Design,,,,,,Qualis 2017-2020,2021,,,,
ISM,IEEE International Symposium on Multimedia,,,,,,Qualis 2017-2020,2021,,,,
ISMAR,IEEE International Symposium on Mixed and Augmented Reality,,,,,,Qualis 2017-2020,2021,,,,
ISMB/ECCB,Intelligent Systems for Molecular Biology / European Conference on Computational Biology,,,,,,Qualis 2017-2020,2021,,,,
ISMCR,International Symposium on Measurement and Control in Robotics,,,,,,Qualis 2017-2020,2021,,,,
ISMEM,International Symposium on Memory Management,,,,,,Qualis 2017-2020,2021,,,,
ISMIR,International Society for Music Information Retrieval Conference,,,,,,Qualis 2017-2020,2021,,,,
ISMIS,International Symposium on Methodologies for Intelligent Systems,,,,,,Qualis 2017-2020,2021,,,,
ISMM,International Symposium on Mathematical Morphology,,,,,,Qualis 2017-2020,2021,,,,
ISMR,International Symposium on Medical Robotics,,,,,,Qualis 2017-2020,2021,,,,
ISMSI,"International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence",,,,,,Qualis 2017-2020,2021,,,,
ISMVL,IEEE International Symposium on Multiple-Valued Logic,,,,,,Qualis 2017-2020,2021,,,,
ISNN,International Symposium on Neural Networks,,,,,,Qualis 2017-2020,2021,,,,
ISOLA,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",,,,,,Qualis 2017-2020,2021,,,,
ISORC,IEEE International Symposium on RealTime Distributed Computing,,,,,,Qualis 2017-2020,2021,,,,
ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,,,,,,Qualis 2017-2020,2021,,,,
ISPD,ACM International Symposium on Physical Design,,,,,,Qualis 2017-2020,2021,,,,
ISPDC,International Symposium on Parallel and Distributed Computing,,,,,,Qualis 2017-2020,2021,,,,
ISQED,International Symposium on Quality Electronic Design,,,,,,Qualis 2017-2020,2021,,,,
ISR,IEEE International Conference on Intelligence and Safety for Robotics,,,,,,Qualis 2017-2020,2021,,,,
ISRR,International Symposium on Robotics Research,,,,,,Qualis 2017-2020,2021,,,,
ISS,ACM International Conference on Interactive Surfaces and Spaces,,,,,,Qualis 2017-2020,2021,,,,
ISSA,Information Security for South Africa,,,,,,Qualis 2017-2020,2021,,,,
ISSCC,IEEE International Solid-State Circuits Conference,,,,,,Qualis 2017-2020,2021,,,,
ISSI,International Society of Scientometrics and Informetrics Conference,,,,,,Qualis 2017-2020,2021,,,,
ISSRE,IEEE International Symposium on Software Reliability Engineering,,,,,,Qualis 2017-2020,2021,,,,
ISSREW,IEEE International Symposium on Software Reliability Engineering Workshops,,,,,,Qualis 2017-2020,2021,,,,
ISSTA,International Symposium on Software Testing and Analysis,,,,,,Qualis 2017-2020,2021,,,,
ISTAR,International i*Workshop,,,,,,Qualis 2017-2020,2021,,,,
ISVC,International Symposium on Visual Computing,,,,,,Qualis 2017-2020,2021,,,,
ISVLSI,IEEE Computer Society Annual Symposium on VLSI,,,,,,Qualis 2017-2020,2021,,,,
ISW,Information Security Conference,,,,,,Qualis 2017-2020,2021,,,,
ISWC,International Semantic Web Conference,,,,,,Qualis 2017-2020,2021,,,,
ISWCS,International Symposium on Wireless Communication Systems,,,,,,Qualis 2017-2020,2021,,,,
ITC,International Test Conference,,,,,,Qualis 2017-2020,2021,,,,
ITCS,Conference on Innovations in Theoretical Computer Science,,,,CE-ACO Top10 2024,,Qualis 2017-2020,2021,,,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=YFgbcWcmuG4J.2024,https://dblp.org/db/conf/itcs/index.html
ITDRR,Information Technology in Disaster Risk Reduction,,,,,,Qualis 2017-2020,2021,,,,
ITHET,International Conference on Information Technology Based Higher Education and Training,,,,,,Qualis 2017-2020,2021,,,,
ITICSE,Conference on Innovation and Technology in Computer Science Education,,,,,,Qualis 2017-2020,2021,,,,
ITNG,International Conference on Information Technology : New Generations,,,,,,Qualis 2017-2020,2021,,,,
ITP,International Conference on Interactive Theorem Proving,,,,,,Qualis 2017-2020,2021,,,,
ITS,International Conference on Intelligent Tutoring Systems,,,,,,Qualis 2017-2020,2021,,,,
ITSC,IEEE International Conference on Intelligent Transportation Systems,,,,,,Qualis 2017-2020,2021,,,,
ITSS,Interactive Tabletops and Surfaces,,,,,,Qualis 2017-2020,2021,,,,
IUI,International Conference on Intelligent User Interfaces,,,,,,Qualis 2017-2020,2021,,,,
IV,International Conference on Information Visualization,,,,,,Qualis 2017-2020,2021,,,,
IVA,International Conference on Intelligent Virtual Agents,,,,,,Qualis 2017-2020,2021,,,,
IVAPP,International Conference on Information Visualization Theory and Applications,,,,,,Qualis 2017-2020,2021,,,,
IWANN,International Work-Conference on Artificial Neural Networks,,,,,,Qualis 2017-2020,2021,,,,
IWBBIO,International Work-Conference on Bioinformatics and Biomedical Engineering,,,,,,Qualis 2017-2020,2021,,,,
IWBF,International Workshop on Biometrics and Forensics,,,,,,Qualis 2017-2020,2021,,,,
IWCMC,International Wireless Communications and Mobile Computing Conference,,,,,,Qualis 2017-2020,2021,,,,
IWCS,International Workshop on Computational Semantics,,,,,,Qualis 2017-2020,2021,,,,
IWCTS,International Workshop on Computational Transportation Science,,,,,,Qualis 2017-2020,2021,,,,
IWGS,ACM Workshop on GeoStreaming,,,,,,Qualis 2017-2020,2021,,,,
IWOCA,International Workshop on Combinatorial Algorithms,,,,,,Qualis 2017-2020,2021,,,,
IWOMP,International Workshop on OpenMP,,,,,,Qualis 2017-2020,2021,,,,
IWS,Iberchip Workshop,,,,,,Qualis 2017-2020,2021,,,,
IWSECO,International Workshop on Software Ecosystems,,,,,,Qualis 2017-2020,2021,,,,
IWSSIP,"International Conference on Systems, Signals and Image Processing",,,,,,Qualis 2017-2020,2021,,,,
jAUTI,Iberoamerican Conference on Applications and Usability of Interactive TV,,,,,,Qualis 2017-2020,2021,,,,
JCDL,ACM/IEEE Joint Conference on Digital Libraries,,,,,,Qualis 2017-2020,2021,,,,
