Sigla,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Anais,Anais Link,GS Link,DBLP Link
COGNISE,International Workshop on Cognitive Aspects of Information Systems Engineering,,,,,,,,,
COGSCI,Annual Meeting of the Cognitive Science Society,,nan,,Recommended,CE-SI,,nan,e23jKy7NXr8J,cogsci
CogSIMA,IEEE International Multi-Disciplinary Conference on Cognitive Methods in Situation Awareness and Decision Support,,,,,,,,,
ColCACI,IEEE Colombian Conference on Applications in Computational Intelligence,,,,,,,,,
COLING,International Conference on Computational Linguistics,,nan,,Recommended,CE-IA|CE-PLN,,nan,6AfzgED5a7MJ,coling
CollaborateCom,"International Conference on Collaborative Computing: Networking, Applications and Worksharing",,"International Conference on Collaborative Computing: Networking, Applications and Worksharing (CollaborateCom)|nan",,Top20,CE-SC,,nan,,
CollabTech,International Conference on Collaboration Technologies and Social Computing,,nan,,Recommended,CE-IHC,,nan,,collabtech
COLT,Conference on Learning Theory,,nan,,Top20,CE-IA,,nan,z7sajJgd5jIJ,
CoMeSySo,Computational Methods in Systems and Software,,,,,,,,,
COMMA,International Conference on Computational Models of Argument,,,,,,,,,
COMPSAC,IEEE Computer Software and Applications Conference,,"Annual International Computers, Software & Applications Conference|nan",,Recommended,CE-IHC,,nan,VV1RRR7eju4J,compsac
COMSNETS,International Conference on Communication Systems & NetworkS,,International Conference on COMmunication Systems & NETworkS|nan,,Recommended,CE-RESD,,nan,zHwZkHkaM2EJ,comsnets
COMSOC,International Workshop on Computational Social Choice,,,,,,,,,
CONCUR,International Conference on Concurrency Theory,,nan,,Top20,CE-MF,,nan,wkpUPIDgNa4J,
CONEXT,Conference on Emerging Network Experiment and Technology,,nan,,Top10,CE-RESD,,nan,pj0-opwdew8J,conext
CONFIRM,International Conference on Information Resources Management,,,,,,,,,
CONISOFT,International Conference in Software Engineering Research and Innovation,,,,,,,,,
CoNLL,Conference on Natural Language Learning,,Conference on Computational Natural Language Learning|nan,,Recommended,CE-PLN|CE-SI,,nan,H7TUtVM_vm4J,conll
CONTECSI,International Conference on Information Systems and Technology Management,,nan,,Recommended,CE-SI,,nan,,
CONTEXT-BPM,International Workshop on Context for Business Process Management,,,,,,,,,
CONTROLO,APCA International Conference on Automatic Control and Soft Computing,,,,,,,,,
CoopIS,International Conference on Cooperative Information Systems,,nan,,Recommended,CE-BD|CE-SI,,nan,,coopis
CoRL,Conference on Robot Learning,,nan,,Top10,CE-R,,nan,kWi-GfxuXpEJ,
COSIT,International Conference on Spatial Information Theory,,nan,,Top10,CE-Geoinformatica,,nan,g1IeG8tN8KAJ,cosit
COSN,Conference on Online Social Networks,,,,,,,,,
COURB,Workshop of Urban Computing,,,,,,,,,
CP,International Conference on Principles and Practice of Constraint Programming,,nan,,Top20,CE-ACO,,nan,S648KV_osZMJ,cp
CPM,Annual Symposium on Combinatorial Pattern Matching,,,,,,,,,
CPP,International Conference on Certified Programs and Proofs,,ACM Symposium on Certified Programs and Proofs|nan,,Top20,CE-LP,,nan,kLPk-HmRGuYJ,cpp
CRIWG,International Workshop on Groupware,,nan,,Recommended,CE-WEBMEDIA,,nan,DOUIAOEhqWUJ,criwg
CrownCom,International Conference on Cognitive Radio Oriented Wireless Networks,,,,,,,,,
CRV,Canadian Conference on Computer and Robot Vision,,nan,,Recommended,CE-R,,nan,F-LopY4ucWMJ,
CRYPTO,International Cryptology Conference,,nan,,Top10,CE-SEG,,nan,nqcB6RwzhMQJ,crypto
CSBC,Congresso da Sociedade Brasileira de Computação,,nan,,Recommended,CE-BD|CE-IHC,,https://sol.sbc.org.br/index.php/csbc,,
CSBIO,International Conference on Computational Systems-Biology and Bioinformatics,,nan,,Top20,CE-BioComp,,nan,,
CSCL,International Conference on Computer Supported Collaborative Learning,,CSCL - International Conference on Computer Supported Collaborative Learning|nan,,Top20,CE-IE|CE-SC,,nan,-QLNBBFyi_AJ,cscl
CSCN,IEEE Conference on Standards for Communications and Networking,,nan,,Recommended,CE-RESD,,nan,fRCvy-8x_TkJ,cscn
CSCW,ACM Conference on Computer Supported Cooperative Work & Social Computing,,ACM Conference on Computer-Supported Cooperative Work & Social Computing|CSCW - ACM Conference on Computer Supported Cooperative Work & Social Computing|Conference on Computer Supported Cooperative Work|nan,,Top20,CE-IHC|CE-RV|CE-SC|CE-SI|CE-WEBMEDIA,,nan,kXowlNFROIgJ,cscw
CSCWD,IEEE International Conference on Computer Supported Cooperative Work in Design,,CSCWD - IEEE International Conference on Computer Supported Cooperative Work in Design|nan,,Top20,CE-IHC|CE-SC,,nan,sdDHdOPrCVwJ,cscwd
CSDS,Conference of the System Dynamics Society,,,,,,,,,
CSE,International Conference on Computational Science and Engineering,,nan,,Recommended,CE-ACPAD,,nan,V3s-huB8LYEJ,cse
CSEDU,International Conference on Computer Supported Education,,nan,,Recommended,CE-EDUCOMP|CE-IE|CE-IHC,,nan,nzz9FASca4MJ,csedu
CSEE&T,Conference on Software Engineering Education and Training,,nan,,Top20,CE-EDUCOMP|CE-ES|CE-IE,,nan,muJqO5o5bdUJ,csee
CSF,IEEE Computer Security Foundations Symposium,,nan,,Top20,CE-SEG,,nan,5Sz4yUnI16AJ.2020 (https://scholar.google.com/scholar?hl=pt-BR,csfw
CSI-SE,International Workshop on Crowdsourcing in Software Engineering,,,,,,,,,
CSL,Conference for Computer Science Logic,,Computer Science Logic|nan,,Top10,CE-L,,nan,xfuNJ8sxOdEJ,csl
CSMC,Conference on Computer Simulation of Musical Creativity,,nan,,Top20,CE-CM,,nan,,
CSNDSP,"International Symposium on Communication Systems, Networks and Digital Signal Processing",,,,,,,,,
CSNet,Cyber Security in Networking Conference,,,,,,,,,
CSOUND,International CSound Conference,,,,,,,,,
CTE,International Conference on Computational Thinking Education,,,,,,,,,
CTS,International Conference on Collaboration and Technology,,,,,,,,,
CVPR,IEEE Conference on Computer Vision and Pattern Recognition,,nan,,Recommended,CE-GRAPI|CE-RV,,nan,FXe-a9w0eycJ,cvpr
CVPRW,IEEE Conference on Computer Vision and Pattern Recognition Workshops,,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops|nan,,Top10,CE-GRAPI|CE-RV,,nan,ihIDe6biV1gJ,cvpr
CyberSA,"International Conference on Cyber Situational Awareness, Data Analytics and Assessment",,,,,,,,,
CyberSecurity,International Conference on Cyber Security And Protection Of Digital Services,,,,,,,,,
DAC,Design Automation Conference,,ACM/IEEE Design Automation Conference|nan,,Top10,CE-ACPAD|CE-CCI|CE-ESC,,nan,LMgtaHBu8WIJ,dac
DAFX,International Conference on Digital Audio Effects,,nan,,Top10,CE-CM,,nan,,
DAMON,International Workshop on Data Management on New Hardware,,nan,,Recommended,CE-BD,,nan,,damon
DARS,International Symposium on Distributed Autonomous Robotic Systems,,,,,,,,,
DASC,"IEEE International Conference on Dependable, Autonomic & Secure Computing",,,,,,,,,
DASFAA,International Conference on Database Systems for Advanced Applications,,nan,,Top20,CE-BD,,nan,,dasfaa
DASIP,Conference on Design and Architectures for Signal and Image Processing,,,,,,,,,
DATA,"International Conference on Data Science, Technology and Applications",,"International Conference on Data Science, E-learning and Information Systems|nan",,Recommended,CE-SI,,nan,aRfvSgRTrjoJ,data
DATAANALYTICS-IARIA,IARIA International Conference on Data Analytics,,,,,,,,,
DATE,"Design, Automation and Test in Europe Conference and Exhibition",,"Design, Automation amd Test in Europe Conference and Exhibition|nan",,Top10,CE-BD|CE-CCI|CE-ESC,,nan,cP2AyDfWCcQJ,date
DAWAK,International Conference on Big Data Analytics and Knowledge Discovery,,International Conference on Data Warehousing and Knowledge Discovery,,Recommended,CE-BD,,nan,,dawak
DBKD-AIARIA,"IARIA International Conference on Advances in Databases, Knowledge, and Data Applications",,,,,,,,,
DBSec,IFIP WG 11.3 Conference on Data and Applications Security and Privacy,,nan,,Recommended,CE-SEG,,nan,t9ttKFRoPtkJ,dbsec
DCAI,International Symposium on Distributed Computing and Artificial Intelligence,,,,,,,,,
DCASE,Workshop on Detection and Classification of Acoustic Scenes and Events,,nan,,Recommended,CE-CM,,nan,,
DCC,Data Compression Conference,,,,,,,,,
DCOSS,International Conference on Distributed Computing in Sensor Systems,,nan,,Recommended,CE-RESD,,nan,ps72WqVeHX4J,dcoss
DDECS,IEEE International Symposium on Design and Diagnostics of Electronic Circuits and Systems,,IEEE International Symposium on Design and Diagnostics of Electronic Circuits & Systems|nan,,Recommended,CE-ACPAD|CE-CCI,,nan,7-_qFtHfavIJ,ddecs
DEBS,International Conference on Distributed and Event-Based Systems,,nan,,Recommended,CE-RESD,,nan,tlrCVwIsX4kJ,debs
DEPCOS,International Conference on Dependability and Complex Systems,,International Conference on Dependability of Computer Systems|nan,,Recommended,CE-TF,,nan,,depcos
DESAFIE,Workshop de Desafios da Computação Aplicada à Educação,,,,,,,,,
DEXA,International Conference on Database and Expert Systems Applications,,Conference on Database and Expert Systems Applications|Database and Expert Systems Applications,,Top20,CE-BD,,nan,,dexa
DFT,IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems,,IEEE International Symposium on Defect and Fault Tolerance in VLSI and Nanotechnology Systems|nan,,Top20,CE-TF,,nan,y53zu2cNqqkJ,dft
DGCI,Discrete Geometry for Computer Imagery,,,,,,,,,
DGO,Annual International Conference on Digital Government Research,,nan,,Recommended,CE-BD,,nan,,dgo
DH,Digital Heritage,,Digital Heritage International Congress,,Recommended,CE-SI,,nan,,dh
DIGRA,Digital Games Research Association International Conference,,,,,,,,,
DILS,International Conference on Data Integration in Life Sciences,,,,,,,,,
DIMVA,"International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment",,,,,,,,,
DIS,Conference on Designing Interactive Systems,,ACM Designing Interactive Systems|nan,,Top10,CE-IHC|CE-RV,,nan,NL3siS1OXxYJ,ACMdis
DISC,International Symposium on Distributed Computing,,International Symposium on DIStributed Computing|nan,,Recommended,CE-RESD|CE-TF,,nan,I09_2V3FJhwJ,disc
DIVANET,ACM Symposium on Development and Analysis of Intelligent Vehicular Networks and Applications,,,,,,,,,
DL,International Workshop on Description Logics,,,,,,,,,
DLS,Dynamic Languages Symposium,,nan,,Recommended,CE-LP,,nan,,dls
DMA,International Conference on Data Mining and Applications,,,,,,,,,
DMSVIVA,International DMS Conference on Visualization and Visual Languages,,,,,,,,,
DOCENG,ACM Symposium on Document Engineering,,ACM SIGWEB International Symposium on Document Engineering|nan,,Recommended,CE-BD|CE-IHC,,nan,C6AfMlHpHa0J,doceng
DOLAP,International Workshop On Data Warehousing and OLAP,,nan,,Recommended,CE-BD,,nan,,dolap
DPM,International Workshop on Data Privacy Management,,nan,,Recommended,CE-BD,,nan,,
DRCN,International Conference on the Design of Reliable Communication Networks,,nan,,Recommended,CE-ESC|CE-RESD,,nan,9giM3hX1gGgJ,drcn
DS,International Conference on Discovery Science,,,,,,,,,
DS-RT,IEEE/ACM International Symposium on Distributed Simulation and Real-Time Applications,,nan,,Recommended,CE-ESC,,nan,JO6ZL899IMAJ,dsrt
DSAA,IEEE International Conference on Data Science and Advanced Analytics,,nan,,Recommended,CE-BD|CE-SI,,nan,ZHdJbJwh40EJ,dsaa
DSAI,International Conference on Software Development for Enhancing Accessibility and Fighting Info-exclusion,,nan,,Recommended,CE-IHC,,nan,,dsai
DSC,IEEE Conference on Dependable and Secure Computing,,,,,,,,,
DSD,"Euromicro Conference on Digital System Design, Architectures, Methods and Tools",,"Euromicro Conference on Digital System Design, Architectures, Methods and Tools, DSD|nan",,Top20,CE-ACPAD|CE-CCI|CE-ESC,,nan,42wcJhr2yF0J,dsd
DSN,Annual IEEE/IFIP International Conference on Dependable Systems and Networks,,IEEE/IFIP International Conference on Dependable Systems and Networks|nan,,Recommended,CE-ESC|CE-RESD|CE-TF,,nan,MVYbyyKMpToJ,dsn
DSNW,IEEE International Conference on Dependable Systems and Networks Workshops,,nan,,Recommended,CE-TF,,nan,,dsn
DSP,International Conference on Digital Signal Processing,,nan,,Recommended,CE-CCI,,nan,aJnwgzbfDTUJ,icdsp
DTIS,Design & Technology of Integrated Systems in Nanoscale Era,,,,,,,,,
DySPAN,IEEE Symposium on New Frontiers in Dynamic Spectrum Access Networks,,nan,,Recommended,CE-RESD,,nan,0y6OyqiGt8MJ,dyspan
EACL,Conference of the European Chapter of the Association for Computational Linguistics,,nan,,Recommended,CE-IA|CE-PLN,,nan,JnFTLT-D1FUJ,eacl
EASE,International Conference on Evaluation and Assessment in Software Engineering,,nan,,Recommended,CE-ES,,nan,jk7nbKX2c8EJ,ease
EATIS,Euro American Conference on Telematics and Information Systems,,nan,,Top20,CE-SI,,nan,as1viggupKQJ,eatis
EC,ACM conference on Economics and Computation,,nan,,Recommended,CE-WEBMEDIA,,nan,dpWPf1oNwIgJ,sigecom
EC-TEL,European Conference on Technology Enhanced Learning,,nan,,Top10,CE-IE,,nan,_1QDFIU09Q8J,ectel
ECAI,European Conference on Artificial Intelligence,,nan,,Top20,CE-IA|CE-IC,,nan,ryLBm7fgHNMJ,ecai
ECASE,IEEE/ACM International Workshop on Establishing the Community-Wide Infrastructure for Architecture-Based Software Engineering,,,,,,,,,
ECC,European Control Conference,,nan,,Recommended,CE-R,,nan,uyMX5yvvkyoJ,
ECCTD,European Conference on Circuit Theory and Design,,nan,,Recommended,CE-CCI,,nan,,ecctd
ECCV,European Conference on Computer Vision,,nan,,Recommended,CE-GRAPI|CE-RV,,nan,cwIh2C-xo8kJ,eccv
ECIR,European Conference on Information Retrieval,,nan,,Recommended,CE-BD,,nan,,ecir
ECIS,European Conference on Information Systems,,nan,,Recommended,CE-BD|CE-SI,,nan,dF8xpB0_PnwJ,ecis
ECML,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,,European Conference on Machine Learning and Knowledge Discovery in Databases|nan,,Recommended,CE-BD|CE-IC,,nan,B_DfwWWmEnMJ,ecml
ECMR,European Conference on Mobile Robots,,,,,,,,,
ECMS,European Conference on Modelling and Simulation,,,,,,,,,
ECOOP,European Conference on Object-Oriented Programming,,European Conference on Object-oriented Programming (ECOOP)|nan,,Top10,CE-ES|CE-LP,,nan,QHz4g2YxOYgJ,ecoop
ECRTS,Euromicro Conference on Real-Time Systems,,nan,,Top10,CE-ESC,,nan,TjHsSEvIdkIJ,ecrts
ECSA,European Conference on Software Architecture,,nan,,Recommended,CE-ES,,nan,hbCKVuECYrEJ,ecsa
ECSCW,European Conference on Computer Supported Cooperative Work,,ECSCW - European Conference on Computer Supported Cooperative Work (https://dblp.org/db/conf/ecscw/index.html)|nan,,Top10,CE-SC,,nan,,
ECSQARU,European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty,,nan,,Recommended,CE-IA,,nan,NPzpQ2AW63QJ,ecsqaru
EDBT,International Conference on Extending Database Technology,,nan,,Top10,CE-BD,,nan,,edbt
EDCC,European Dependable Computing Conference,,nan,,Top20,CE-TF,,nan,YcdY4WsTx_sJ,edcc
EDGE,International Conference on Edge Computing,,,,,,,,,
EDM,International Conference on Educational Data Mining,,nan,,Top10,CE-IE,,nan,omHmP0TWqbUJ,edm
EDOC,IEEE International Enterprise Distributed Object Computing Conference,,"Enterprise Design, Operations and Computing|International IEEE Enterprise Distributed Object Computing Conference",,Recommended,CE-SI,,nan,HYNXXKncPYAJ,edoc
EDUCOMP,Simpósio Brasileiro de Educação em Computação,,nan,,Recommended,CE-IE,,https://sol.sbc.org.br/index.php/educomp/issue/archive,9d69RZLoOs8J,
EDUCON,IEEE Global Engineering Education Conference,,IEEE Education Engineering|nan,,Top10,CE-EDUCOMP|CE-IE,,nan,oWx0DwbR58MJ,educon
EECS,European Conference on Electrical Engineering and Computer Science,,,,,,,,,
EEEWC,"International Conference on e-Learning, e-Business, Enterprise Information Systems, and e-Government",,,,,,,,,
EGOV,International Conference on Electronic Government,,IFIP WG 8.5 International Conference on Electronic Government|nan,,Recommended,CE-IHC|CE-SI,,nan,UF-KqO2gwjoJ,egov
EGOV-CEDEM-EPART,International Conference on Electronic Government/International Conference for E-Democracy and Open Government,,,,,,,,,
EGOVIS,International Conference on Electronic Government and the Information Systems Perspective,,Electronic Government and the Information Systems Perspective|nan,,Recommended,CE-IHC|CE-SI,,nan,,egovis
EICS,ACM SIGCHI Symposium on Engineering Interactive Computing Systems,,Engineering Interactive Computing Systems|nan,,Top20,CE-IHC|CE-RV,,nan,8ZzKUGSn8EwJ,eics
EIT,International Conference on Electro Information Technology,,,,,,,,,
EJC,International Conference on Information Modeling and Knowledge,,nan,,Recommended,CE-BD,,nan,,ejc
EM-GIS,International Workshop on the Use of GIS in Emergency Management,,nan,,Recommended,CE-Geoinformatica,,nan,,
EMAS,International Workshop on Engineering Multiagent Systems,,,,,,,,,
EMBC,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,,"International Conference of the IEEE Engineering in Medicine and Biology Society|International Conference of the IEEE Engineering in Medicine and Biology Society, EMBC|nan",,Recommended,CE-CAS|CE-GRAPI,,nan,la0gAKbHmIkJ,embc
EMBS,IEEE-EMBS International Conference on Biomedical and Health Informatics,,IEEE EMBS International Conference on Biomedical and Health Informatics|nan,,Top10,CE-CAS,,nan,BgO65-j_oeEJ,bhi
EMNLP,Conference on Empirical Methods in Natural Language Processing,,nan,,Recommended,CE-BD|CE-PLN|CE-SI,,nan,LqrQjvOguiMJ,emnlp
EMO,International Conference on Evolutionary Multi-Criterion Optimization,,,,,,,,,
EMSOFT,ACM International Conference on Embedded Software,,,,,,,,,
ENANPAD,Encontro Nacional da Associação Nacional de Pós-Graduação e Pesquisa em Administração,,Encontro Nacional da Associação Nacional de Pós-Graduação e Pesquisa em Administração|Encontro da Associação Nacional de Pós-Graduação e Pesquisa em Administração,,Recommended,CE-SI,,nan,,
ENASE,International Conference on Evaluation of Novel Approaches to Software Engineering,,Evaluation of Novel Approaches to Software Engineering|Evaluation of Novel Approaches to Software Engineering (ENASE),,Recommended,CE-ES,,nan,Q2z8twK6gqAJ,enase
ENCP,ACM CoNEXT Workshop on Emerging in-Network Computing Paradigms,,,,,,,,,
ENIAC,Encontro Nacional de Inteligencia Artificial e Computacional,,Encontro Nacional de Inteligência Artificial e Computacional|nan,,Top10,CE-IA|CE-IC,,https://sol.sbc.org.br/index.php/eniac/issue/archive,DoEKONL9f1YJ,
EPIA,Portuguese Conference on Artificial Intelligence,,nan,,Recommended,CE-GRAPI|CE-IC,,nan,SDrbTPLn2T0J,epia
ER,International Conference on Conceptual Modeling,,nan,,Top10,CE-BD|CE-ES|CE-Geoinformatica|CE-SI,,nan,wB6WaEpFlvgJ,er
Ergodesign,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Tecnológica,,,,,,,,,
ESA,European Symposium on Algorithms,,nan,,CE-ACO Top10 2024,CE-ACO,,nan,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=sNtxnFuOq5YJ.2024,https://dblp.org/db/conf/esa/index.html
ESANN,"European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",,European Symposium on Artificial Neural Networks|nan,,Recommended,CE-GRAPI,,nan,G2W6LcMuSNwJ,esann
ESCIENCE,IEEE International Conference on e-Science,,nan,,Recommended,CE-BD,,nan,,eScience
ESELAW,Workshop Latinoamericano de Ingeniería de Software Experimental,,,,,,,,,
ESEM,ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,,"International Symposium on Empirical Software Engineering and Measurement, ESEM",,Recommended,CE-ES,,nan,TWG2GULnchAJ,esem
ESOCC,European Conference on Service-Oriented and Cloud Computing,,,,,,,,,
ESOP,European Symposium on Programming,,nan,,Top10,CE-L|CE-LP,,nan,UtpXAOWmk9EJ,esop
ESORICS,European Symposium on Research in Computer Security,,,,,,,,,
ESSCIRC,European Solid State Circuits Conference,,nan,,Recommended,CE-CCI,,nan,rIvU5DZe6gMJ,esscirc
ESSDERC,European Solid State Device Research Conference,,nan,,Recommended,CE-CCI,,nan,u1sD_y1HdVYJ,essderc
ESWC,Extended Semantic Web Conference,,European Semantic Web Conference|nan,,Recommended,CE-BD|CE-IA,,nan,AETH84_wOIQJ,esws
ESWS,European Semantic Web Conference,,Extended Semantic Web Conference|nan,,Top20,CE-WEBMEDIA,,nan,mf0MeYwvqwoJ,esws
ETC,Encontro de Teoria da Computação,,nan,,Recommended,CE-ACO,,https://sol.sbc.org.br/index.php/etc,S-FAvH1rAgcJ,
ETFA,IEEE International Conference on Emerging Technologies and Factory Automation,,IEEE Conference on Emerging Technologies & Factory Automation (ETFA)|nan,,Recommended,CE-ESC|CE-R,,nan,oGDa9y0RKw8J,etfa
ETRA,ACM Symposium on Eye Tracking Research & Applications,,,,,,,,,
ETS,IEEE European Test Symposium,,nan,,Recommended,CE-CCI,,nan,t9W1EjUjQrMJ,ets
EUC,IEEE/IFIP International Conferences on Embedded and Ubiquitous Computing,,nan,,Recommended,CE-ESC,,nan,,euc
EuCNC,European Conference on Networks and Communications,,nan,,Recommended,CE-RESD,,nan,NcKP0_ggixQJ,eucnc
EUMAS,European Conference on Multi-Agent Systems,,,,,,,,,
EURO,European Conference on Operational Research,,,,,,,,,
EUROCOMB,"European Conference on Combinatorics, Graph Theory and Applications",,nan,,Top20,CE-ACO,,nan,wn0aYglh-KMJ,
EUROCRYPT,International Conference on Theory and Applications of Cryptographic Techniques,,nan,,Top10,CE-SEG,,nan,fsZsNTm7Eh8J,eurocrypt
EUROGRAPHICS,European Association for Computer Graphics,,,,,,,,,
EUROHAPTICS,Eurohaptics,,,,,,,,,
EuroMPI,European MPI Users Group Meeting,,nan,,Recommended,CE-ACPAD,,nan,eVYF6giBmnoJ,pvm
EUROPAR,European Conference on Parallel Computing,,nan,,Recommended,CE-ACPAD|CE-RESD,,nan,tOMY2Y_aVTMJ,europar
EuroPloP,European Conference on Pattern Languages of Programs,,,,,,,,,
EuroSPI,European Conference on Software Process Improvement,,Conference on European System & Software Process Improvement and Innovation (EuroSPI),,Recommended,CE-ES,,nan,NIvUXCf10OgJ,eurospi
EUROSYS,European Conference on Computer Systems,,nan,,Top10,CE-ESC|CE-RESD,,nan,8LhhnAnPYO8J,eurosys
EuroVis,EG/VGTC Conference on Visualization,,nan,,Top10,CE-GRAPI,,nan,,vissym
EUSFLAT,Conference of the European Society for Fuzzy Logic and Technology,,,,,,,,,
EUSIPCO,European Signal Processing Conference,,nan,,Recommended,CE-GRAPI,,nan,oJ-ZYoNCyCQJ,eusipco
EVOAPPLICATIONS,European Conference on the Applications of Evolutionary Computation,,,,,,,,,
EVOCOP,European Conference on Evolutionary Computation in Combinatorial Optimization,,,,,,,,,
EWC,Embedded Word Conference,,,,,,,,,
EWSDN,European Workshop on Software Defined Networks,,nan,,Recommended,CE-RESD,,nan,,ewsdn
EWSN,European Conference on Wireless Sensor Networks,,nan,,Recommended,CE-RESD,,nan,sTp_oa_iyPIJ,ewsn
EXP.AT,Experiment@ International Conference,,,,,,,,,
FACS,International Conference on Formal Aspects of Component Software,,nan,,Top20,CE-MF,,nan,1wsH4YLiPpcJ,
FASE,International Conference on Fundamental Approaches to Software Engineering,,Fundamental Approaches to Software Engineering|nan,,Top10,CE-ES|CE-MF,,nan,KaKG4ZSdHz4J,fase
FAST,USENIX Conference on File and Storage Technologies,,Conference on File and Storage Technologies (FAST),,Recommended,CE-BD,,nan,,fast
FC,International Conference on Financial Cryptography and Data Security,,nan,,Top10,CE-SEG,,nan,gVeDacK3aQwJ,fc
FCCM,IEEE Annual International Symposium on Field-Programmable Custom Computing Machines,,IEEE Annual Symposium on Field-Programmable Custom Computing Machines|IEEE International Symposium on Field-Programmable Custom Computing Machines|IEEE Symposium on Field-Programmable Custom Computing Machines|nan,,Top20,CE-CCI|CE-ESC,,nan,uLGTNGzfRS0J,fccm
FCT,International Symposium on Fundamentals of Computation Theory,,nan,,Recommended,CE-ACO,,nan,,fct
FCTA,International Conference on Fuzzy Computation Theory and Applications,,,,,,,,,
FDG,Foundations of Digital Games,,International Conference on the Foundations of Digital Games|nan,,Top10,CE-JOGOS,,nan,,fdg
FDL,Forum on Specification and Design Languages,,nan,,Recommended,CE-CCI|CE-LP,,nan,,fdl
FECS,International Conference on Frontiers in Education: Computer Science and Computer Engineering,,,,,,,,,
FEDCSIS,Federated Conference on Computer Science and Information Systems,,nan,,Recommended,CE-SI,,nan,PHUeOJr2y-EJ,fedcsis
FGR,IEEE International Conference on Automatic Face and Gesture Recognition,,,,,,,,,
FiCloud,International Conference on Future Internet of Things and Cloud,,nan,,Recommended,CE-RESD,,nan,qesER2iEwMYJ,ficloud
FIE,IEEE Frontiers in Education Conference,,Frontiers in Education Conference|nan,,Top10,CE-EDUCOMP|CE-IE,,nan,G1RhimMOm2wJ,fie
FIT,International Conference on Forntiers of Information Technology,,,,,,,,,
FLAIRS,International Florida Artificial Intelligence Conference,,,,,,,,,
FLOPS,International Symposium on Functional and Logic Programming,,nan,,Top20,CE-L,,nan,,flops
FM,International Symposium on Formal Methods,,Formal Methods|nan,,Top10,CE-MF,,nan,mvAUTVUvOS0J,
FMCAD,International Conference on Formal Methods in Computer-Aided Design,,nan,,Top10,CE-MF,,nan,s5Z0Q8BPlvwJ,
FOCS,IEEE Annual Symposium on Foundations of Computer Science,,nan,IEEE,CE-ACO Top10 2024,CE-ACO,,nan,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=QUcbc1kDDcEJ.2024,https://dblp.org/db/conf/focs/index.html
FOIS,International Conference on Formal Ontology in Information Systems,,Formal Ontology in Information Systems,,Recommended,CE-BD,,nan,,fois
FormaliSE,International Conference on Formal Methods in Software Engineering,,,,,,,,,
FOSD,International Workshop on Feature-Oriented Software Development,,,,,,,,,
FoSSaCS,International Conference on Foundations of Software Science and Computation Structures,,nan,,Top10,CE-L,,nan,q-MXMv7GdwAJ,fossacs
FPGA,Symposium on Field Programmable Gate Arrays,,ACM/SIGDA International Symposium on Field Programmable Gate Arrays|ACM/SIGDA International Symposium on Field-Programmable Gate Arrays|nan,,Top10,CE-ACPAD|CE-CCI|CE-ESC,,nan,X39h_ye2QL4J,fpga
FPL,International Conference on Field-Programmable Logic and Applications,,International Conference on Field Programmable Logic and Applications|nan,,Top10,CE-ACPAD|CE-CCI|CE-ESC,,nan,7JfwVbgjkZUJ,fpl
FPT,IEEE International Conference on Field-Programmable Technology,,International Conference on Field-Programmable Technology|nan,,Recommended,CE-CCI,,nan,WIezXfeOQkEJ,fpt
FROCOS,International Symposium on Frontiers of Combining Systems,,International Symposium on Frontiers of Combining System|nan,,Top20,CE-L,,nan,,frocos
FSCD,International Conference on Formal Structures for Computation and Deduction,,nan,,Top10,CE-L,,nan,,fscd
FSE,Fast Software Encryption,,nan,,Recommended,CE-SEG,,nan,u0EMblNmhEoJ.2018 (https://scholar.google.com/scholar?hl=pt-BR,fse
FSE/ESEC,Joint Meeting on European Software Engineering Conference and Foundations of Software Engineering,,ACM SIGSOFT International Symposium on Foundations of Software Engineering,,Top10,CE-ES,,nan,CwfZO4J4a4UJ,esec
FSEN,International Conference on Fundamentals of Software Engineering,,,,,,,,,
FSR,Conference on Field and Service Robotics,,,,,,,,,
FTC,Future Technologies Conference,,,,,,,,,
FUN,International Conference on Fun with Algorithms,,nan,,Recommended,CE-ACO,,nan,,fun
FUSION,International Conference on Information Fusion,,nan,,Recommended,CE-R,,nan,eAoE06EVARcJ,
FUZZ,IEEE International Conference on Fuzzy Systems,,IEEE International Conference on Fuzzy Systems (FUZZ)|nan,,Top20,CE-IA|CE-IC,,nan,sateOX2Ni50J,fuzzIEEE
GameSec,Conference on Decision and Game Theory for Security,,,,,,,,,
GAS,International Workshop on Games and Software Engineering,,nan,,Top20,CE-JOGOS,,nan,,icse-gas
GbRPR,International Workshop on Graph-Based Representations in Pattern Recognition,,,,,,,,,
