comp_id,sigla,nome,siglas_alt,nomes_alt,origem,avaliacao,gs_id,dblp_id,sociedade,ano_dados
CompID900497,HEALTHCOM,"IEEE International Conference on E-health Networking, Application & Services",HEALTHCOM|Healthcom,"IEEE International Conference on E-health Networking, Application & Services|IEEE International Conference on e-Health Networking, Applications and Services|IEEE International Conference on e-Health Networking, Applications and Services (Healthcom)",Qualis 2017-2020|SBC CE-2024,Top10,MfW4vBJSWVEJ.2023,healthcom,,2025.0
CompID900498,HEALTHINF,International Conference on Health Informatics,HEALTHINF,International Conference on Health Informatics,Qualis 2017-2020|SBC CE-2024,Top20,kQsANTx_InUJ.2024,biostec,,2025.0
CompID900499,HEALTHINFO,"International Conference on Informatics and Assistive Technologies for Health-Care, Medical Support and Wellbeing",,,Qualis 2017-2020,,,,,2025.0
CompID900500,HICSS,Hawaii International Conference on System Sciences,HICSS,Hawaii International Conference on System Sciences,Qualis 2017-2020|SBC CE-2024,Top20,6wBd043QhTIJ.2024,hicss,,2025.0
CompID900501,HILDA,Workshop on Human-In-the-Loop Data Analytics,,,Qualis 2017-2020,,,,,2025.0
CompID900502,HIMS,International Conference on Health Informatics and Medical Systems,,,Qualis 2017-2020,,,,,2025.0
CompID900503,HIPC,IEEE International Conference on High Performance Computing,HIPC,"IEEE International Conference on High Performance Computing|IEEE International Conference on High Performance Computing, Data, and Analytics",Qualis 2017-2020|SBC CE-2024,Top20,rjLGlFQoqI8J.2018,hipc,,2025.0
CompID900504,HIS,International Conference on Hybrid Intelligent Systems,HIS,International Conference on Hybrid Intelligent Systems,Qualis 2017-2020|SBC CE-2024,Recommended,hF3Mhj6UPToJ.2024,his,,2025.0
CompID900505,HM,International Workshop on Hybrid Metaheuristics,,,Qualis 2017-2020,,,,,2025.0
CompID900506,HOST,IEEE International Symposium on Hardware Oriented Security and Trust,HOST,IEEE International Symposium on Hardware Oriented Security and Trust|IEEE International Symposium on Hardware-Oriented Security and Trust,Qualis 2017-2020|SBC CE-2024,Recommended,_3T_r4GbfNcJ.2024,host,,2025.0
CompID900507,HOTNETS,ACM Workshop on Hot Topics in Networks,HOTNETS,ACM Workshop on Hot Topics in Networks,Qualis 2017-2020|SBC CE-2024,Top20,wWkh60cbs_oJ.2023,hotnets,,2025.0
CompID900508,HPCA,IEEE International Symposium on High Performance Computer Architecture,HPCA,IEEE International Symposium on High Performance Computer Architecture,Qualis 2017-2020|SBC CE-2024,Top10,oRj0q6yVVdsJ.2024,hpca,,2025.0
CompID900509,HPCC,International Conference on High Performance Computing and Communications,HPCC,International Conference on High Performance Computing and Communications,Qualis 2017-2020|SBC CE-2024,Top20,5z01YqRLwlYJ.2024,hpcc,,2025.0
CompID900510,HPCS,International Conference on High Performance Computing & Simulation,HPCS,International Conference on High Performance Computing & Simulation,Qualis 2017-2020|SBC CE-2024,Recommended,BegUMfxqGy4J.2024,ieeehpcs,,2025.0
CompID900511,HPDC,International Symposium on High Performance Distributed Computing,HPDC,International Symposium on High Performance Distributed Computing,Qualis 2017-2020|SBC CE-2024,Top20,VcBBCUw4gmMJ.2023,hpdc,,2025.0
CompID900512,HPSR,IEEE High Performance Switching and Routing,,,Qualis 2017-2020,,,,,2025.0
CompID900513,HRI,ACM/IEEE International Conference on Human Robot Interaction,HRI,ACM International Conference on Human Robot Interaction|ACM/IEEE International Conference on Human Robot Interaction,Qualis 2017-2020|SBC CE-2024,Top10,ywdGSlWdBhkJ.2024,hri,,2025.0
CompID900514,HS,Haskell Symposium,HS,Haskell Symposium,Qualis 2017-2020|SBC CE-2024,Recommended,,haskell,,2025.0
CompID900515,HSCC,International Conference on Hybrid Systems: Computation and Control,,,Qualis 2017-2020,,,,,2025.0
CompID900516,HT,ACM Conference on Hypertext and Social Media,HT,ACM Conference on Hypertext and Hypermedia|ACM Conference on Hypertext and Social Media,Qualis 2017-2020|SBC CE-2024,Recommended,U4LFuNlM8GMJ.2024,ht,,2025.0
CompID900517,Humanoids,IEEE RAS International Conference on Humanoid Robot,Humanoids,IEEE RAS International Conference on Humanoid Robot,Qualis 2017-2020|SBC CE-2024,Top10,cvOaqvRdsZQJ.2020,,,2025.0
CompID900519,i-SAIRAS,"International Symposium on Artificial Intelligence, Robotics and Automation in Space",,,Qualis 2017-2020,,,,,2025.0
CompID900520,I/ITSEC,"Interservice/Industry Training, Simulation & Education Conference",I/ITSEC,"Interservice/Industry Training, Simulation & Education Conference",Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900521,I2MTC,IEEE International Instrumentation and Measurement Technology Conference,,,Qualis 2017-2020,,,,,2025.0
CompID900522,I3D,ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games,I3D|SI3D|i3D,ACM Symposium on Interactive 3D Graphics and Games|Symposium on Interactive 3D Graphics|Symposium on Interactive 3D Graphics and Games,Qualis 2017-2020|SBC CE-2024,Top10,,si3d,,2025.0
CompID900523,IAAI,International Conference of the Italian Association for Artificial Intelligence,,,Qualis 2017-2020,,,,,2025.0
CompID900524,IAS,Industry Applications Society Annual Meeting,IAS,Industry Applications Society Annual Meeting,Qualis 2017-2020|SBC CE-2024,Recommended,,ias,,2025.0
CompID900525,IAV,IFAC Symposium on Intelligent Autonomous Vehicles,IAV,IFAC Symposium on Intelligent Autonomous Vehicles,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900526,IBERAMIA,Ibero-American Conference on Artificial Intelligence,,,Qualis 2017-2020,,,,,2025.0
CompID900527,IBERCHIP,Workshop Iberchip,IBERCHIP,IBERCHIP Workshop|Workshop Iberchip,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900528,IC2E,IEEE International Conference on Cloud Engineering,,,Qualis 2017-2020,,,,,2025.0
CompID900529,IC3K,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",IC3K,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",Qualis 2017-2020|SBC CE-2024,Recommended,vt63wi0KkScJ.2024,ic3k,,2025.0
CompID900530,ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing,ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing,Qualis 2017-2020|SBC CE-2024,Recommended,SrrjCUAZeRcJ.2024,ica3pp,,2025.0
CompID900531,ICAART,International Conference on Agents and Artificial Intelligence,,,Qualis 2017-2020,,,,,2025.0
CompID900532,ICAI,International Conference on Applied Informatics,,,Qualis 2017-2020,,,,,2025.0
CompID900533,ICAISC,International Conference on Artificial Intelligence and Soft Computing,,,Qualis 2017-2020,,,,,2025.0
CompID900534,ICAIWC,International Conference on Artificial Intelligence,,,Qualis 2017-2020,,,,,2025.0
CompID900535,ICALP,"International Colloquium on Automata, Languages, and Programming",ICALP,"International Colloquium on Automata, Languages, and Programming",Qualis 2017-2020|SBC CE-2024,Top10,-jyI22RzDikJ.2024,icalp,,2025.0
CompID900536,ICALT,IEEE International Conference on Advanced Learning Technologies,ICALT,IEEE International Conference on Advanced Learning Technologies,Qualis 2017-2020|SBC CE-2024,Top10,-QH-Ge-vaUsJ.2024,icalt,,2025.0
CompID900537,ICANN,International Conference on Artificial Neural Networks,ICANN,International Conference on Artificial Neural Networks,Qualis 2017-2020|SBC CE-2024,Top20,Tt40B1pBgEEJ.2024,icann,,2025.0
CompID900538,ICAPS,International Conference on Automated Planning and Scheduling,ICAPS,International Conference on Automated Planning and Scheduling,Qualis 2017-2020|SBC CE-2024,Top10,Mr2FEgodZ4QJ.2024,icaps,,2025.0
CompID900539,ICAR,International Conference on Advanced Robotics,ICAR,International Conference on Advanced Robotics,Qualis 2017-2020|SBC CE-2024,Top10,QTCI2sX39qUJ.2024,icar,,2025.0
CompID900540,ICARA,"International Conference on Automation, Robotics and Applications",ICARA,"International Conference on Automation, Robotics and Applications",Qualis 2017-2020|SBC CE-2024,Recommended,Pbr-U05RvUoJ.2020,,,2025.0
CompID900541,ICARM,International Conference on Advanced Robotics and Mechatronics,ICARM,International Conference on Advanced Robotics and Mechatronics,Qualis 2017-2020|SBC CE-2024,Recommended,2ZThoUFv558J.2020,,,2025.0
CompID900542,ICAROB,International Conference on Artificial Life and Robotics,ICAROB,International Conference on Artificial Life and Robotics,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900543,ICARSC,IEEE International Conference on Autonomous Robot Systems and Competitions,ICARSC,IEEE International Conference on Autonomous Robot Systems and Competitions,Qualis 2017-2020|SBC CE-2024,Recommended,heT8SiJEaWsJ.2020,,,2025.0
CompID900544,ICARV,"International Conference on Control, Automation, Robotics and Vision",,,Qualis 2017-2020,,,,,2025.0
CompID900545,ICAS-IARIA,IARIA International Conference on Autonomic and Autonomous Systems,,,Qualis 2017-2020,,,,,2025.0
CompID900546,ICASSP,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,"IEEE International Conference on Acoustics, Speech and Signal Processing|International Conference on Acoustics, Speech and Signal Processing|International Conference on Acoustics, Speech, and Signal Processing",Qualis 2017-2020|SBC CE-2024,Top10,HHC6AUo36fEJ.2023,icassp,,2025.0
CompID900547,ICB,International Conference on Biometrics,ICB,IAPR International Conference on Biometrics,Qualis 2017-2020|SBC CE-2024,Top10,,icb,,2025.0
CompID900548,ICBC,IEEE International Conference on Blockchain and Cryptocurrency,ICBC,EEE International Conference on Blockchain and Cryptocurrency|IEEE International Conference on Blockchain and Cryptocurrency,Qualis 2017-2020|SBC CE-2024,Recommended,Hh3XGFymILkJ.2024,icbc2,,2025.0
CompID900549,ICBIP,International Conference on Biomedical Signal and Image Processing,,,Qualis 2017-2020,,,,,2025.0
CompID900550,ICBK,International Conference on Big Knowledge,,,Qualis 2017-2020,,,,,2025.0
CompID900551,ICBL,International Conference on Interactive Collaborative and Blended Learning,,,Qualis 2017-2020,,,,,2025.0
CompID900552,ICC,IEEE International Conference on Communications,ICC,IEEE International Conference on Communications,Qualis 2017-2020|SBC CE-2024,Top10,RIbmH16J7yoJ.2023,icc,,2025.0
CompID900553,ICCA,IEEE International Conference on Control and Automation,ICCA,IEEE International Conference on Control and Automation,Qualis 2017-2020|SBC CE-2024,Recommended,3EfEMUAKK7wJ.2020,,,2025.0
CompID900554,ICCABS,International Conference on Computational Advances in Bio and Medical Sciences,ICCABS,International Conference on Computational Advances in Bio and Medical Sciences,Qualis 2017-2020|SBC CE-2024,Top20,QQeDv53tlF0J.2019,,,2025.0
CompID900555,ICCAD,IEEE/ACM International Conference on Computer-Aided Design,ICCAD,IEEE/ACM International Conference on Computer-Aided Design,Qualis 2017-2020|SBC CE-2024,Top10,4CNgrChSeFwJ.2024,iccad,,2025.0
CompID900556,ICCAR,"International Conference on Control, Automation and Robotics",ICCAR,"International Conference on Control, Automation and Robotics",Qualis 2017-2020|SBC CE-2024,Recommended,VHOTIHOcvjcJ.2020,,,2025.0
CompID900557,ICCC,International Conference on Computational Creativity,,,Qualis 2017-2020,,,,,2025.0
CompID900558,ICCCBE,International Conference on Computing in Civil and Building Engineering,,,Qualis 2017-2020,,,,,2025.0
CompID900559,ICCCN,International Conference on Computer Communications and Networks,ICCCN,International Conference on Computer Communications and Networks,Qualis 2017-2020|SBC CE-2024,Recommended,DstJkgVOjywJ.2023,icccn,,2025.0
CompID900560,ICCD,International Conference on Computer Design,ICCD,IEEE International Conference on Computer Design|International Conference on Computer Design,Qualis 2017-2020|SBC CE-2024,Top20,gt4MHCWp_ckJ.2024,iccd,,2025.0
CompID900561,ICCDCS,"International Caribbean Conference on Devices, Circuits and Systems",,,Qualis 2017-2020,,,,,2025.0
CompID900562,ICCE-EDU,International Conference on Computers in Education,ICCE-EDU,International Conference on Computers in Education,Qualis 2017-2020|SBC CE-2024,Recommended,,icce,,2025.0
CompID900563,iCCECE,"International Conference on Computing, Electronics & Communications Engineering",,,Qualis 2017-2020,,,,,2025.0
CompID900564,ICCHP,International Conference on Computers Helping People with Special Needs,ICCHP,International Conference on Computers Helping People with Special Needs,Qualis 2017-2020|SBC CE-2024,Recommended,W0UcbMjBS4MJ.2024,icchp,,2025.0
CompID900565,ICCL2,International Conference on Computational Logistics,,,Qualis 2017-2020,,,,,2025.0
CompID900566,ICCP,IEEE International Conference on Intelligent Computer Communication and Processing,,,Qualis 2017-2020,,,,,2025.0
CompID900567,ICCPR,International Conference on Computing and Pattern Recognition,,,Qualis 2017-2020,,,,,2025.0
CompID900568,ICCPS,International Conference on Cyber-Physical Systems,ICCPS,"ACM/IEEE International Conference on Cyber-Physical Systems, ICCPS 2024|International Conference on Cyber-Physical Systems",Qualis 2017-2020|SBC CE-2024,Top20,GtwA7m_XqZUJ.2024,iccps,,2025.0
CompID900569,ICCS,International Conference on Computational Science,ICCS,International Conference on Computational Science,Qualis 2017-2020|SBC CE-2024,Recommended,,iccS,,2025.0
CompID900570,ICCSA,International Conference on Computational Science and Its Applications,,,Qualis 2017-2020,,,,,2025.0
CompID900571,ICCSPA,"International Conference on Communications, Signal Processing, and their Applications",,,Qualis 2017-2020,,,,,2025.0
CompID900572,ICCStr,International Conference on Conceptual Structures,,,Qualis 2017-2020,,,,,2025.0
CompID900573,ICCTCC,"International Conference on Computability Theory, Computability and Complexity",ICCTCC,"International Conference on Computability Theory, Computability and Complexity",Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID900574,ICCV,IEEE International Conference on Computer Vision,ICCV,IEEE International Conference on Computer Vision,Qualis 2017-2020|SBC CE-2024,Recommended,Umlb1kMURG4J.2024,iccv,,2025.0
CompID900575,ICCVW,IEEE International Conference on Computer Vision Workshops,ICCVW,IEEE International Conference on Computer Vision Workshops|IEEE International Conference on Computer Vision Workshops (ICCVW),Qualis 2017-2020|SBC CE-2024,Top10,1h7Rot6-J5EJ.2024,iccv,,2025.0
CompID900576,ICCW,IEEE International Conference on Communications Workshops,,,Qualis 2017-2020,,,,,2025.0
CompID900577,ICDAR,International Conference on Document Analysis and Recognition,ICDAR,International Conference on Document Analysis and Recognition,Qualis 2017-2020|SBC CE-2024,Recommended,HF-0Hiax7t8J.2024,icdar,,2025.0
CompID900578,ICDCN,International Conference on Distributed Computing and Networking,ICDCN,International Conference of Distributed Computing and Networking|International Conference on Distributed Computing and Networking,Qualis 2017-2020|SBC CE-2024,Top20,6yOnSpL6IYsJ.2024,icdcn,,2025.0
CompID900579,ICDCS,International Conference on Distributed Computing Systems,ICDCS,IEEE International Conference on Distributed Computing Systems|International Conference on Distributed Computing Systems,Qualis 2017-2020|SBC CE-2024,Top10,CiHz08Ia1nsJ.2024,icdcs,,2025.0
CompID900580,ICDCSW,International Conference on Distributed Computing Systems Workshops,ICDCSW,International Conference on Distributed Computing Systems Workshops,Qualis 2017-2020|SBC CE-2024,Recommended,iYMCTRkCEn4J.2019,icdcs,,2025.0
CompID900581,ICDE,IEEE International Conference on Data Engineering,ICDE,IEEE International Conference on Data Engineering|International Conference on Data Engineering,Qualis 2017-2020|SBC CE-2024,Top10,,icde,,2025.0
CompID900582,ICDF,IFIP International Conference on Digital Forensics,ICDF,IFIP International Conference on Digital Forensics,Qualis 2017-2020|SBC CE-2024,Recommended,-4oZh5Q9EIcJ.2019,ifip11-9,,2025.0
CompID900583,ICDIM,International Conference on Digital Information Management,ICDIM,International Conference on Digital Information Management,Qualis 2017-2020|SBC CE-2024,Recommended,,icdim,,2025.0
CompID900584,ICDIP,International Conference on Digital Image Processing,ICDIP,International Conference on Digital Image Processing,Qualis 2017-2020|SBC CE-2024,Recommended,Zv1cF-tcqjsJ.2024,icdip,,2025.0
CompID900585,ICDL-EpiRob,IEEE International Conference on Development and Learning and Epigenetic Robotics,ICDL-EpiRob,IEEE International Conference on Development and Learning and Epigenetic Robotics,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900586,ICDM,IEEE International Conference on Data Mining,ICDM,IEEE International Conference on Data Mining|IEEE International Conference on Data Mining (ICDM),Qualis 2017-2020|SBC CE-2024,Top10,A0l3VPFKwDYJ.2024,icdm,,2025.0
